PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;OPLEIDINGSFASE ACTUEEL;2012 MAN;2012 VROUW;2013 MAN;2013 VROUW;2014 MAN;2014 VROUW;2015 MAN;2015 VROUW;2016 MAN;2016 VROUW
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66560;M Tandheelkunde;voltijd onderwijs;master;2;1;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66573;M Medical Informatics;voltijd onderwijs;master;20;5;22;12;23;14;22;20;25;23
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66588;M Tandheelkunde;voltijd onderwijs;master;73;115;79;121;82;137;83;134;78;134
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66990;M Biomedical Sciences;voltijd onderwijs;master;67;134;96;189;121;230;136;252;139;290
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);50012;B Bio-exact;voltijd onderwijs;bachelor;2;0;1;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);50014;B Psychobiologie;voltijd onderwijs;bachelor;206;463;245;550;220;495;199;461;174;469
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);50250;B Beta-gamma;voltijd onderwijs;bachelor;203;160;230;192;250;216;245;225;251;229
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);55012;B Scheikunde (joint degree);voltijd onderwijs;bachelor;0;0;0;0;0;0;0;0;94;50
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);55013;B Natuur- en Sterrenkunde (joint degree);voltijd onderwijs;bachelor;0;0;0;0;0;0;0;0;176;45
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);56842;B Informatiekunde;voltijd onderwijs;bachelor;96;18;137;29;159;37;187;45;192;61
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);56857;B Scheikunde;voltijd onderwijs;bachelor;59;41;67;46;106;50;115;58;39;15
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);56860;B Biologie;voltijd onderwijs;bachelor;95;73;110;79;115;79;106;74;95;71
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);56978;B Informatica;voltijd onderwijs;bachelor;165;14;199;10;239;17;263;16;277;19
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);56978;B Informatica;voltijd onderwijs;propedeuse bachelor;4;0;2;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);56980;B Wiskunde;voltijd onderwijs;bachelor;96;41;112;47;120;41;142;45;136;42
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);56980;B Wiskunde;voltijd onderwijs;propedeuse bachelor;0;0;0;0;0;0;0;0;1;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);56981;B Kunstmatige Intelligentie;voltijd onderwijs;bachelor;109;24;159;22;170;30;202;42;267;65
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);56984;B Natuur- en Sterrenkunde;voltijd onderwijs;bachelor;240;32;274;39;268;50;259;50;87;20
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);56986;B Aardwetenschappen;voltijd onderwijs;bachelor;35;22;22;12;12;6;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60202;M Physics;voltijd onderwijs;master;88;34;112;32;132;37;148;35;68;17
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60225;M Life Sciences;voltijd onderwijs;master;13;9;11;12;13;10;19;8;20;14
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60226;M Logic;voltijd onderwijs;master;53;29;61;28;70;31;53;30;65;37
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60227;M System and Network Engineering;deeltijd onderwijs;master;14;0;18;0;11;0;11;0;10;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60227;M System and Network Engineering;voltijd onderwijs;master;32;2;31;3;28;3;31;2;25;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60228;M Software Engineering;deeltijd onderwijs;master;46;2;51;4;38;3;35;4;34;5
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60228;M Software Engineering;voltijd onderwijs;master;45;6;42;10;40;4;38;3;40;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60229;M Information Studies;deeltijd onderwijs;master;14;6;25;9;33;15;36;16;35;22
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60229;M Information Studies;voltijd onderwijs;master;78;23;96;38;90;40;110;42;119;59
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60230;M Astronomy and Astrophysics;voltijd onderwijs;master;19;7;21;8;24;7;29;10;21;7
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60231;M Mathematics and Science Education;voltijd onderwijs;master;0;1;0;1;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60232;M Mathematical Physics;voltijd onderwijs;master;13;0;12;0;16;0;14;1;12;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60299;M Computational Science;deeltijd onderwijs;master;2;0;3;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60299;M Computational Science;voltijd onderwijs;master;17;1;18;4;38;7;57;18;31;7
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60323;M Brain and Cognitive Sciences (research);voltijd onderwijs;master;44;62;41;80;46;92;46;84;50;87
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60335;M Conservering en Restauratie van Cultureel Erfgoed;voltijd onderwijs;master;2;37;1;30;4;23;7;39;5;38
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60338;M Forensic Science;voltijd onderwijs;master;15;61;17;49;19;46;20;61;12;65
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60707;M Biological Sciences;voltijd onderwijs;master;62;61;81;75;84;85;76;79;74;83
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60801;M Stochastics and Financial Mathematics;duaal onderwijs;master;4;0;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60801;M Stochastics and Financial Mathematics;voltijd onderwijs;master;15;2;17;2;19;3;23;5;29;6
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);65012;M Chemistry (joint degree);deeltijd onderwijs;master;0;0;0;0;0;0;0;0;4;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);65012;M Chemistry (joint degree);voltijd onderwijs;master;0;0;0;0;0;0;0;0;57;35
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);65014;M Computer Science (joint degree);voltijd onderwijs;master;0;0;0;0;0;0;0;0;11;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);65015;M Computational Science (joint degree);voltijd onderwijs;master;0;0;0;0;0;0;0;0;43;8
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);65016;M Physics and Astronomy (joint degree);voltijd onderwijs;master;0;0;0;0;0;0;0;0;105;32
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);66857;M Chemistry;deeltijd onderwijs;master;14;6;15;4;18;3;20;4;13;3
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);66857;M Chemistry;voltijd onderwijs;master;51;25;67;33;64;38;68;43;42;28
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);66980;M Mathematics;duaal onderwijs;master;1;0;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);66980;M Mathematics;voltijd onderwijs;master;17;8;25;9;24;11;25;13;29;7
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);66981;M Artificial Intelligence;voltijd onderwijs;master;82;10;84;11;96;20;108;26;153;35
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);66986;M Earth Sciences;deeltijd onderwijs;master;1;0;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);66986;M Earth Sciences;voltijd onderwijs;master;22;31;27;26;29;16;41;22;46;30
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68500;M Leraar Voorbereidend Hoger Onderwijs in Aardrijkskunde;deeltijd onderwijs;master;2;3;5;3;8;2;5;3;2;3
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68500;M Leraar Voorbereidend Hoger Onderwijs in Aardrijkskunde;voltijd onderwijs;master;15;8;22;4;17;6;12;3;8;4
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68501;M Leraar Voorbereidend Hoger Onderwijs in Algemene Economie;deeltijd onderwijs;master;3;3;3;0;3;2;6;3;2;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68501;M Leraar Voorbereidend Hoger Onderwijs in Algemene Economie;voltijd onderwijs;master;2;4;7;5;2;1;8;2;6;3
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68502;M Leraar Voorbereidend Hoger Onderwijs in Biologie;deeltijd onderwijs;master;3;4;6;1;4;2;2;5;1;3
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68502;M Leraar Voorbereidend Hoger Onderwijs in Biologie;voltijd onderwijs;master;9;3;5;7;6;5;5;4;3;8
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68503;M Leraar Voorbereidend Hoger Onderwijs in Duits;deeltijd onderwijs;master;0;5;2;5;2;3;2;3;1;3
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68503;M Leraar Voorbereidend Hoger Onderwijs in Duits;voltijd onderwijs;master;3;1;1;2;0;2;1;3;0;9
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68504;M Leraar Voorbereidend Hoger Onderwijs in Engels;deeltijd onderwijs;master;3;12;1;12;2;8;2;5;1;3
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68504;M Leraar Voorbereidend Hoger Onderwijs in Engels;voltijd onderwijs;master;2;8;2;11;4;10;1;3;4;7
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68505;M Leraar Voorbereidend Hoger Onderwijs in Filosofie;deeltijd onderwijs;master;1;0;3;0;0;1;2;1;1;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68505;M Leraar Voorbereidend Hoger Onderwijs in Filosofie;voltijd onderwijs;master;5;2;6;1;5;3;8;4;4;5
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68506;M Leraar Voorbereidend Hoger Onderwijs in Geschiedenis en Staatsinrichting;deeltijd onderwijs;master;4;4;7;4;8;4;5;4;2;6
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68506;M Leraar Voorbereidend Hoger Onderwijs in Geschiedenis en Staatsinrichting;voltijd onderwijs;master;9;11;16;3;10;4;13;6;18;6
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68507;M Leraar Voorbereidend Hoger Onderwijs in Godsdienst en Levensbeschouwing;deeltijd onderwijs;master;0;0;0;1;0;1;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68507;M Leraar Voorbereidend Hoger Onderwijs in Godsdienst en Levensbeschouwing;voltijd onderwijs;master;1;2;1;5;1;1;0;2;0;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68508;M Leraar Voorbereidend Hoger Onderwijs in Kunstgeschiedenis en Culturele en Kunstzinnige Vorming/Kunst Algemeen;deeltijd onderwijs;master;1;2;1;3;1;3;0;4;0;4
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68508;M Leraar Voorbereidend Hoger Onderwijs in Kunstgeschiedenis en Culturele en Kunstzinnige Vorming/Kunst Algemeen;voltijd onderwijs;master;1;8;1;4;1;12;0;10;0;13
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68509;M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen;deeltijd onderwijs;master;3;4;2;3;3;2;5;4;5;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68509;M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen;voltijd onderwijs;master;5;6;11;9;7;11;5;7;10;4
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68511;M Leraar Voorbereidend Hoger Onderwijs in Natuurkunde;deeltijd onderwijs;master;1;0;1;0;3;2;3;1;4;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68511;M Leraar Voorbereidend Hoger Onderwijs in Natuurkunde;voltijd onderwijs;master;6;0;1;0;4;1;1;0;2;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68512;M Leraar Voorbereidend Hoger Onderwijs in Nederlands;deeltijd onderwijs;master;3;1;3;5;2;9;0;5;0;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68512;M Leraar Voorbereidend Hoger Onderwijs in Nederlands;voltijd onderwijs;master;3;5;2;9;3;5;3;10;4;4
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68513;M Leraar Voorbereidend Hoger Onderwijs in Scheikunde;deeltijd onderwijs;master;2;0;2;0;3;0;3;0;5;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68513;M Leraar Voorbereidend Hoger Onderwijs in Scheikunde;voltijd onderwijs;master;3;0;3;0;2;0;0;0;2;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68514;M Leraar Voorbereidend Hoger Onderwijs in Spaans;deeltijd onderwijs;master;0;0;0;1;0;2;0;2;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68514;M Leraar Voorbereidend Hoger Onderwijs in Spaans;voltijd onderwijs;master;1;1;0;2;1;1;0;2;0;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68516;M Leraar Voorbereidend Hoger Onderwijs in Wiskunde;deeltijd onderwijs;master;5;2;4;1;4;1;2;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68516;M Leraar Voorbereidend Hoger Onderwijs in Wiskunde;voltijd onderwijs;master;1;2;3;1;2;0;4;1;4;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68517;M Leraar Voorbereidend Hoger Onderwijs in Frans;deeltijd onderwijs;master;2;4;2;5;2;4;2;2;1;4
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68517;M Leraar Voorbereidend Hoger Onderwijs in Frans;voltijd onderwijs;master;1;3;1;9;1;7;2;3;1;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68518;M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie;deeltijd onderwijs;master;7;1;3;3;5;3;7;2;3;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68518;M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie;voltijd onderwijs;master;10;4;7;4;9;2;6;2;3;5
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68519;M Leraar Voorbereidend Hoger Onderwijs in Griekse en Latijnse Taal en Cultuur;deeltijd onderwijs;master;1;1;0;1;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68519;M Leraar Voorbereidend Hoger Onderwijs in Griekse en Latijnse Taal en Cultuur;voltijd onderwijs;master;3;5;1;5;2;4;7;2;6;3
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68520;M Leraar Voorbereidend Hoger Onderwijs in Latijnse Taal en Cultuur;voltijd onderwijs;master;0;1;0;0;0;0;0;0;1;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68521;M Leraar Voorbereidend Hoger Onderwijs in Arabisch;deeltijd onderwijs;master;1;0;0;0;0;1;0;1;0;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68521;M Leraar Voorbereidend Hoger Onderwijs in Arabisch;voltijd onderwijs;master;1;0;0;1;1;0;0;1;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68522;M Leraar Voorbereidend Hoger Onderwijs in Italiaans;deeltijd onderwijs;master;0;2;0;1;0;1;0;1;0;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68522;M Leraar Voorbereidend Hoger Onderwijs in Italiaans;voltijd onderwijs;master;0;0;0;1;0;0;0;2;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68523;M Leraar Voorbereidend Hoger Onderwijs in Russisch;deeltijd onderwijs;master;0;0;0;0;0;1;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;onderwijs;universitaire lerarenopleidingen;68523;M Leraar Voorbereidend Hoger Onderwijs in Russisch;voltijd onderwijs;master;0;0;0;0;0;1;1;0;0;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;deeltijd onderwijs;bachelor;65;91;45;78;49;66;35;50;23;39
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;deeltijd onderwijs;propedeuse bachelor;0;0;0;1;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;voltijd onderwijs;bachelor;685;999;637;933;631;885;617;847;593;766
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;voltijd onderwijs;propedeuse bachelor;0;0;2;5;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);56827;B Fiscaal Recht;deeltijd onderwijs;bachelor;13;13;10;12;8;13;7;11;6;9
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);56827;B Fiscaal Recht;voltijd onderwijs;bachelor;92;58;93;61;108;58;95;50;85;41
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);56828;B Notarieel Recht;deeltijd onderwijs;bachelor;1;3;0;1;0;2;0;2;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);56828;B Notarieel Recht;voltijd onderwijs;bachelor;17;54;16;44;10;26;4;17;1;10
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);60219;M Privaatrecht;deeltijd onderwijs;master;16;39;16;35;19;25;9;18;11;14
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);60219;M Privaatrecht;voltijd onderwijs;master;131;217;152;260;146;270;146;226;149;226
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);60220;M Publiekrecht;deeltijd onderwijs;master;27;28;21;26;17;21;11;16;11;15
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);60220;M Publiekrecht;voltijd onderwijs;master;68;137;64;162;69;169;56;153;58;146
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);60222;M Arbeidsrecht;deeltijd onderwijs;master;14;23;12;18;5;15;2;9;2;10
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);60222;M Arbeidsrecht;voltijd onderwijs;master;28;69;21;63;24;73;27;78;22;67
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);60223;M Informatierecht;deeltijd onderwijs;master;4;4;3;3;1;3;3;1;2;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);60223;M Informatierecht;voltijd onderwijs;master;24;54;22;46;35;41;36;40;22;46
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);60224;M International and European Law;deeltijd onderwijs;master;4;9;4;8;7;7;3;4;2;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);60224;M International and European Law;voltijd onderwijs;master;63;122;77;130;91;151;79;176;98;179
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);60366;M Information Law (research);voltijd onderwijs;master;3;1;4;3;3;4;2;8;4;5
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);60369;M Public International Law (research);voltijd onderwijs;master;5;12;5;9;3;10;1;10;0;11
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);60412;M European Private Law;deeltijd onderwijs;master;1;1;1;1;1;1;0;3;0;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);60412;M European Private Law;voltijd onderwijs;master;9;13;7;10;7;16;7;12;10;9
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);66456;M International Criminal Law;voltijd onderwijs;master;3;7;1;6;2;8;1;15;3;10
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);66827;M Fiscaal Recht;deeltijd onderwijs;master;38;23;24;15;21;15;20;10;13;13
