PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;OPLEIDINGSFASE ACTUEEL;2012 MAN;2012 VROUW;2013 MAN;2013 VROUW;2014 MAN;2014 VROUW;2015 MAN;2015 VROUW;2016 MAN;2016 VROUW
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);66827;M Fiscaal Recht;voltijd onderwijs;master;78;58;86;57;78;58;82;61;83;77
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);66828;M Notarieel Recht;deeltijd onderwijs;master;2;2;2;2;0;1;0;2;0;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);66828;M Notarieel Recht;voltijd onderwijs;master;4;16;6;13;6;13;4;16;3;12
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;sectoroverstijgend;sectoroverstijgend;50425;B Future Planet Studies;voltijd onderwijs;bachelor;126;84;194;131;255;185;286;208;305;229
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;sectoroverstijgend;sectoroverstijgend;55002;B Liberal Arts and Sciences (joint degree);voltijd onderwijs;bachelor;121;215;125;254;154;289;163;299;161;320
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;sectoroverstijgend;sectoroverstijgend;59312;B Politics, Psychology, Law and Economics;voltijd onderwijs;bachelor;0;0;0;0;46;42;87;129;150;237
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50010;B Media en informatie;deeltijd onderwijs;bachelor;2;1;2;2;3;3;1;0;1;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50010;B Media en informatie;deeltijd onderwijs;propedeuse bachelor;0;0;1;0;2;0;2;3;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50010;B Media en informatie;voltijd onderwijs;bachelor;4;8;3;5;4;5;3;1;0;4
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50010;B Media en informatie;voltijd onderwijs;propedeuse bachelor;4;2;6;1;6;5;3;9;27;32
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50901;B Hebreeuwse Taal en Cultuur;deeltijd onderwijs;bachelor;0;0;0;0;0;1;1;1;1;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50901;B Hebreeuwse Taal en Cultuur;deeltijd onderwijs;propedeuse bachelor;0;1;1;1;1;1;1;0;2;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50901;B Hebreeuwse Taal en Cultuur;voltijd onderwijs;bachelor;2;3;2;3;3;4;2;6;2;3
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50901;B Hebreeuwse Taal en Cultuur;voltijd onderwijs;propedeuse bachelor;4;2;3;2;2;2;1;1;1;3
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50902;B Religiewetenschappen;deeltijd onderwijs;bachelor;1;0;1;1;1;3;2;1;3;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50902;B Religiewetenschappen;deeltijd onderwijs;propedeuse bachelor;1;6;1;4;1;2;1;2;1;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50902;B Religiewetenschappen;voltijd onderwijs;bachelor;2;10;2;9;2;11;4;13;2;14
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50902;B Religiewetenschappen;voltijd onderwijs;propedeuse bachelor;3;5;5;11;2;6;1;4;2;5
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50906;B Media en Cultuur;voltijd onderwijs;bachelor;147;298;144;300;165;361;146;320;117;249
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);50906;B Media en Cultuur;voltijd onderwijs;propedeuse bachelor;216;351;214;338;123;212;79;124;73;125
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56003;B Griekse en Latijnse Taal en Cultuur;deeltijd onderwijs;bachelor;1;0;2;1;2;1;1;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56003;B Griekse en Latijnse Taal en Cultuur;deeltijd onderwijs;propedeuse bachelor;2;1;2;0;0;1;1;1;1;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56003;B Griekse en Latijnse Taal en Cultuur;voltijd onderwijs;bachelor;15;20;12;19;10;14;8;18;5;15
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56003;B Griekse en Latijnse Taal en Cultuur;voltijd onderwijs;propedeuse bachelor;6;6;9;4;2;12;4;8;4;7
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56034;B Geschiedenis;deeltijd onderwijs;bachelor;14;5;13;5;14;4;14;4;15;8
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56034;B Geschiedenis;deeltijd onderwijs;propedeuse bachelor;15;5;15;7;14;11;17;11;13;4
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56034;B Geschiedenis;voltijd onderwijs;bachelor;112;83;113;67;216;120;235;108;245;101
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56034;B Geschiedenis;voltijd onderwijs;propedeuse bachelor;316;160;338;167;220;80;161;71;157;72
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56040;B Arabische Taal en Cultuur;deeltijd onderwijs;bachelor;0;0;0;2;0;2;0;1;0;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56040;B Arabische Taal en Cultuur;deeltijd onderwijs;propedeuse bachelor;3;3;0;0;0;0;0;2;1;4
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56040;B Arabische Taal en Cultuur;voltijd onderwijs;bachelor;6;11;3;7;4;7;4;11;6;12
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56040;B Arabische Taal en Cultuur;voltijd onderwijs;propedeuse bachelor;4;11;11;13;9;15;6;12;12;21
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56051;B Europese Studies;voltijd onderwijs;bachelor;50;138;53;122;96;168;96;147;110;175
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56051;B Europese Studies;voltijd onderwijs;propedeuse bachelor;156;213;168;208;105;132;133;169;135;201
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56081;B Wijsbegeerte;deeltijd onderwijs;bachelor;13;8;7;2;6;4;7;4;6;7
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56081;B Wijsbegeerte;deeltijd onderwijs;propedeuse bachelor;15;10;14;7;12;5;10;4;11;6
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56081;B Wijsbegeerte;voltijd onderwijs;bachelor;77;48;88;62;93;75;115;88;99;84
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56081;B Wijsbegeerte;voltijd onderwijs;propedeuse bachelor;119;59;104;62;89;49;69;44;59;44
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56700;B Muziekwetenschap;deeltijd onderwijs;bachelor;5;0;1;1;1;3;0;3;1;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56700;B Muziekwetenschap;deeltijd onderwijs;propedeuse bachelor;3;3;2;2;2;2;2;2;1;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56700;B Muziekwetenschap;voltijd onderwijs;bachelor;21;35;27;36;30;26;37;27;32;18
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56700;B Muziekwetenschap;voltijd onderwijs;propedeuse bachelor;43;27;42;29;42;16;21;11;19;10
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56702;B Theaterwetenschap;deeltijd onderwijs;bachelor;1;0;1;1;0;0;1;2;1;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56702;B Theaterwetenschap;deeltijd onderwijs;propedeuse bachelor;0;1;1;1;1;1;0;3;1;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56702;B Theaterwetenschap;voltijd onderwijs;bachelor;8;54;15;87;15;71;16;62;17;45
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56702;B Theaterwetenschap;voltijd onderwijs;propedeuse bachelor;19;86;17;47;6;30;10;25;11;32
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56802;B Literatuurwetenschap;deeltijd onderwijs;bachelor;0;1;0;1;1;1;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56802;B Literatuurwetenschap;deeltijd onderwijs;propedeuse bachelor;2;1;2;1;1;1;1;0;0;3
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56802;B Literatuurwetenschap;voltijd onderwijs;bachelor;12;44;12;32;17;30;16;31;10;29
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56802;B Literatuurwetenschap;voltijd onderwijs;propedeuse bachelor;11;33;13;25;7;23;1;8;16;56
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56803;B Taalwetenschap;deeltijd onderwijs;bachelor;0;4;0;1;0;1;0;1;1;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56803;B Taalwetenschap;deeltijd onderwijs;propedeuse bachelor;0;1;0;2;0;2;0;3;0;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56803;B Taalwetenschap;voltijd onderwijs;bachelor;7;29;6;32;7;28;10;28;9;28
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56803;B Taalwetenschap;voltijd onderwijs;propedeuse bachelor;6;27;8;19;7;24;7;21;3;13
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56804;B Nederlandse Taal en Cultuur;deeltijd onderwijs;bachelor;2;3;1;5;0;5;2;4;1;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56804;B Nederlandse Taal en Cultuur;deeltijd onderwijs;propedeuse bachelor;0;5;3;2;4;2;1;4;2;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56804;B Nederlandse Taal en Cultuur;voltijd onderwijs;bachelor;14;94;16;77;28;115;31;130;35;113
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56804;B Nederlandse Taal en Cultuur;voltijd onderwijs;propedeuse bachelor;45;159;42;160;31;106;30;64;23;44
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56805;B Duitse Taal en Cultuur;deeltijd onderwijs;bachelor;0;4;0;3;0;2;0;4;0;3
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56805;B Duitse Taal en Cultuur;deeltijd onderwijs;propedeuse bachelor;0;2;0;2;2;3;1;1;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56805;B Duitse Taal en Cultuur;voltijd onderwijs;bachelor;6;14;5;19;4;14;8;18;7;21
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56805;B Duitse Taal en Cultuur;voltijd onderwijs;propedeuse bachelor;6;14;6;11;10;13;5;11;9;8
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56806;B Engelse Taal en Cultuur;deeltijd onderwijs;bachelor;1;6;0;7;2;8;3;11;4;7
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56806;B Engelse Taal en Cultuur;deeltijd onderwijs;propedeuse bachelor;2;4;2;5;3;5;5;5;4;6
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56806;B Engelse Taal en Cultuur;voltijd onderwijs;bachelor;30;87;39;92;52;109;52;122;50;127
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56806;B Engelse Taal en Cultuur;voltijd onderwijs;propedeuse bachelor;63;89;64;107;48;108;33;78;33;61
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56807;B Scandinavische Talen en Culturen;deeltijd onderwijs;bachelor;0;1;0;1;0;1;0;2;0;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56807;B Scandinavische Talen en Culturen;deeltijd onderwijs;propedeuse bachelor;0;1;0;3;1;1;0;1;1;3
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56807;B Scandinavische Talen en Culturen;voltijd onderwijs;bachelor;6;14;7;9;8;15;4;14;2;12
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56807;B Scandinavische Talen en Culturen;voltijd onderwijs;propedeuse bachelor;10;10;13;22;5;20;3;17;3;16
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56808;B Franse Taal en Cultuur;deeltijd onderwijs;bachelor;1;1;1;2;0;3;0;5;1;3
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56808;B Franse Taal en Cultuur;deeltijd onderwijs;propedeuse bachelor;2;9;0;3;0;2;2;3;0;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56808;B Franse Taal en Cultuur;voltijd onderwijs;bachelor;3;16;2;13;2;18;2;17;3;29
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56808;B Franse Taal en Cultuur;voltijd onderwijs;propedeuse bachelor;4;34;6;21;4;22;4;22;1;12
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56809;B Italiaanse Taal en Cultuur;deeltijd onderwijs;bachelor;1;4;1;5;1;5;0;4;0;5
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56809;B Italiaanse Taal en Cultuur;deeltijd onderwijs;propedeuse bachelor;3;6;1;3;0;2;1;5;1;4
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56809;B Italiaanse Taal en Cultuur;voltijd onderwijs;bachelor;1;14;5;15;7;14;7;7;5;7
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56809;B Italiaanse Taal en Cultuur;voltijd onderwijs;propedeuse bachelor;7;17;7;9;6;11;2;5;4;7
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56810;B Spaanse Taal en Cultuur;deeltijd onderwijs;bachelor;0;3;0;3;0;7;0;7;1;3
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56810;B Spaanse Taal en Cultuur;deeltijd onderwijs;propedeuse bachelor;2;9;1;8;3;3;4;5;1;4
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56810;B Spaanse Taal en Cultuur;voltijd onderwijs;bachelor;11;33;5;36;8;24;8;23;7;24
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56810;B Spaanse Taal en Cultuur;voltijd onderwijs;propedeuse bachelor;13;51;13;33;6;27;4;18;7;16
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56812;B Roemeense Taal en Cultuur;deeltijd onderwijs;bachelor;0;1;0;1;0;1;0;1;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56812;B Roemeense Taal en Cultuur;deeltijd onderwijs;propedeuse bachelor;0;1;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56812;B Roemeense Taal en Cultuur;voltijd onderwijs;bachelor;0;0;1;0;0;0;1;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56812;B Roemeense Taal en Cultuur;voltijd onderwijs;propedeuse bachelor;1;1;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56813;B Slavische Talen en Culturen;deeltijd onderwijs;bachelor;2;2;4;1;3;2;5;3;5;3
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56813;B Slavische Talen en Culturen;deeltijd onderwijs;propedeuse bachelor;5;3;3;4;1;3;3;4;1;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56813;B Slavische Talen en Culturen;voltijd onderwijs;bachelor;6;14;9;10;11;12;10;14;4;17
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56813;B Slavische Talen en Culturen;voltijd onderwijs;propedeuse bachelor;18;19;16;20;6;16;3;15;5;7
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56814;B Nieuwgriekse Taal en Cultuur;deeltijd onderwijs;bachelor;0;2;0;2;0;2;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56814;B Nieuwgriekse Taal en Cultuur;deeltijd onderwijs;propedeuse bachelor;0;1;0;0;1;1;0;1;1;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56814;B Nieuwgriekse Taal en Cultuur;voltijd onderwijs;bachelor;1;5;1;2;1;5;3;7;2;8
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56814;B Nieuwgriekse Taal en Cultuur;voltijd onderwijs;propedeuse bachelor;1;1;3;6;1;2;1;3;1;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56816;B Latijnse Taal en Cultuur;deeltijd onderwijs;bachelor;1;0;1;0;0;0;3;1;1;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56816;B Latijnse Taal en Cultuur;deeltijd onderwijs;propedeuse bachelor;0;1;1;3;2;2;0;0;0;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56816;B Latijnse Taal en Cultuur;voltijd onderwijs;bachelor;2;0;3;0;4;0;4;2;3;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56816;B Latijnse Taal en Cultuur;voltijd onderwijs;propedeuse bachelor;2;0;2;0;5;4;0;1;1;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56823;B Algemene Cultuurwetenschappen;voltijd onderwijs;bachelor;14;85;10;77;8;72;10;59;8;43
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56823;B Algemene Cultuurwetenschappen;voltijd onderwijs;propedeuse bachelor;9;57;8;46;5;33;6;25;5;28
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56824;B Kunstgeschiedenis;deeltijd onderwijs;bachelor;15;35;7;34;9;20;10;19;12;20
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56824;B Kunstgeschiedenis;deeltijd onderwijs;propedeuse bachelor;12;27;9;17;12;21;8;18;11;10
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56824;B Kunstgeschiedenis;voltijd onderwijs;bachelor;16;101;22;110;26;136;32;153;42;150
Noord-Holland;0363;AMSTERDAM;reguliere inst.;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56824;B Kunstgeschiedenis;voltijd onderwijs;propedeuse bachelor;34;134;43;134;36;112;28;68;16;57
